id,rate_unemployment,percent_college,percent_married,median_income,percent_lunch,percent_multilingual,english_secondlanguage,state,zip_code,school_type,school_level,average_act
360008705188,1.2863712398448761,-0.6066209278038769,-1.9999257347079749,-1.0202969824395205,1.9799326945482132,0.3451835553680149,22905,NY,10463,Regular School,High,18.1257631257631
360009805829,-0.6486745214660091,-0.8311099470120367,1.745577974951479,-0.5378438702869223,1.020604610526918,0.25695718044813015,6445,NY,11101,Regular School,High,18.2234432234432
370378001530,-0.13089634878368397,-0.051851813633908526,-0.09837912027648091,-0.09584821421379859,0.1374286011660451,0.06301224718750974,2022,NC,27205,Regular School,High,20.6654456654457
370297002886,-0.40448971059316347,0.8748982031877158,0.28129906511152,-0.05247749304138013,-0.4088613663859683,0.15982491423163375,5404,NC,28273,Regular School,High,21.0805860805861
421257006218,-0.5509174669293619,-1.3985936432805453,-0.2823684033874482,-0.6865434857352142,-0.6438643602626019,0.013726146635420154,41,PA,15845,Regular School,High,20.5433455433455
390473602855,-0.5697876961146523,-0.08316984419399207,0.8267627071320769,0.2885796823466448,-0.022253079275380686,0.02526345502446368,537,OH,45251,Regular School,High,20.0
481830003786,-0.20215311852070106,0.9865178669299103,1.1159118839696762,0.9010218623083459,-0.4388794969435926,0.2855005644185129,20992,TX,79912,Regular School,High,20.5921855921856
171962002236,-0.6608900985777515,0.3117918458543236,0.19799100137719608,0.37852161310344823,-1.1693277931822603,0.03886989382760482,432,IL,61072,Regular School,High,22.6
390455602281,0.8310274717281102,-1.0971188608132891,-1.0560052057226723,-0.6008688728610327,0.8325475483336329,0.021087209918406274,199,OH,44444,Regular School,High,21.0
293153002197,-1.006481371467385,1.9635317874472626,1.6101847268753542,2.3095239868926494,-1.175074611910266,0.04331679305932653,1388,MO,63119,Regular School,High,23.1
470066001694,-0.5169046500153841,-1.5256184482365474,0.07980941122698812,-1.0697814571168494,0.7750017224905983,0.010427807486631016,39,TN,38551,Regular School,High,18.4
120093003408,-0.3432185350221338,0.14542128943550348,-0.6454618356798724,-0.8606418489656509,-1.4603917488075746,0.05700336059856699,899,FL,32966,Regular School,High,21.959706959707
470014801178,-1.6736479831830529,2.330228114062224,1.6415595148331097,2.512755001052525,-0.21693859207331706,0.040689028420356904,985,TN,38117,Regular School,High,22.5
170993006138,1.3214546197490173,-2.2679080077323266,0.385447962006266,-0.3933295089158174,2.0368995829170693,0.4643721651665061,39519,IL,60632,Regular School,High,17.0
390441501075,-0.5686772507383454,-0.24574612865204043,0.21598443410401166,-0.6567543243622948,0.13877743822531963,0.023092496520308745,365,OH,45640,Regular School,High,21.0
551719002229,-0.9165139900023379,0.43282650450316845,0.42946289940650145,0.8757051783316361,-1.0898127687107317,0.025910134470318136,79,WI,54180,Regular School,High,23.0
210115000223,-0.5503580861434642,0.6283761497780231,-0.3584747792665835,0.07115162984650715,0.24730704398110206,0.03471198300637261,1389,KY,42240,Regular School,High,19.7
292055001099,-0.568019809303069,-1.2733111868955875,0.9110525143587587,-0.5717772538343112,-0.5287170611747217,0.008053055423969682,17,MO,64469,Regular School,High,20.8
370237002635,-0.5687280596352977,0.4034746679835824,1.1678509331455507,0.7398075165312105,-0.7641795981894246,0.05360255665310866,738,NC,27504,Regular School,High,22.2283272283272
483486006896,0.7255791922727686,-1.2673225595101496,-0.36541304508309497,-0.15924250391236675,1.839827299714756,0.5380908331343996,36065,TX,78577,Regular School,High,21.031746031746
551365002695,0.7212349727613302,-1.1781502682277603,-0.7479769332118535,-0.7898618167779291,-0.33494805356500273,0.10111183128084958,4056,WI,53081,Regular School,High,18.0
210120000237,-0.31901758102137484,-0.7554004779923782,-0.484108027194296,-0.6398491804426766,0.05282918219217876,0.011477330769461887,382,KY,40391,Regular School,High,18.8
390499003742,-0.6652849398944712,0.033958426195091325,0.3843221121117483,-0.060068395044121294,-0.9825697593149223,0.019380161910213425,237,OH,44614,Regular School,High,22.0
551326001748,0.14416567755314444,0.8952640326667316,1.1192032507347003,-0.26301218588497444,-0.2644792793413908,0.0497131931166348,442,WI,53235,Regular School,High,20.0
292910001864,-0.13729362054612032,-0.8705159580543471,-0.523702987715841,-0.7608932934593601,-0.19036310684186508,0.0189453125,194,MO,63077,Regular School,High,21.0
551107001466,-1.2902848904447546,1.0390193110525545,1.002566007502951,0.8917486522941864,-1.3038287335202512,0.025177533892834086,117,WI,53070,Regular School,High,22.5
173717004064,-1.0584772732653365,1.6606345234887798,1.5515480032423279,2.7704763820212674,-1.5049439433539686,0.06263937559732399,1573,IL,60175,Regular School,High,23.4
481396000881,-0.21964513318751538,0.33746971671360027,1.1111488964111778,0.5650116109545759,-1.0849117577354923,0.05604719764011799,285,TX,76633,Regular School,High,22.5946275946276
210381000976,-0.1218108870282073,0.17854634694363591,0.0024619071033242725,-0.2679770461137943,-0.23838433428404096,0.009757666738151404,182,KY,42025,Regular School,High,20.0
390460602418,-0.41107171385710717,-1.1152494611223163,-0.3782343638948809,-0.3375261212199904,0.3021815242622213,0.010027662517289074,87,OH,45154,Regular School,High,20.0
481299000785,-0.2979636179850403,-0.5150070199729548,-0.22107203948348117,-0.45770856427960604,0.9694780102808686,0.46935568360398117,3584,TX,78834,Regular School,High,17.2466422466422
481500001007,-1.0836779756775954,2.134627233958944,1.6313287128884748,3.772967829215712,-1.6691130146756186,0.09830604982206406,3453,TX,77381,Regular School,High,24.4505494505495
130255001127,-0.26445246578399284,0.8069859387035518,0.4777760946544613,1.4053039467066646,-0.2799046359424818,0.13581049281728333,6060,GA,30019,Regular School,High,21.2759462759463
390619004105,1.8628036782949977,-1.1374399988231465,-0.01616000409720285,-0.6022639575534284,-0.24490125736460644,0.0026030368763557484,6,OH,45679,Regular School,High,21.0
391001002702,0.44835308648164585,-1.563572639844917,-0.9324701578743576,-0.9917798100508443,-0.3712098414560933,0.016499110106306218,343,OH,43160,Regular School,High,21.0
390498703726,-0.9902422841871882,-0.026479012378637947,1.1917426352938998,-0.07561948617406132,-0.6301504510254518,0.011032839531751788,213,OH,44641,Regular School,High,22.0
551626002117,-0.12976843964218554,-0.0015750910099002517,-0.6795313224348851,-0.6467425400992199,-0.28966036674884915,0.05647420258425951,1250,WI,53227,Regular School,High,21.4
360012301912,1.1146176070076714,-0.012086743119285615,-0.708624509449553,0.5251696334158642,1.0525330579311771,0.07270228760811576,4497,NY,11434,Regular School,High,14.95115995116
341551005396,-0.7819500455392034,1.6319962272491926,1.28660988567739,3.5778611317939055,-1.6952914171162883,0.09565217391304348,1870,NJ,07871,Regular School,High,23.5225885225885
293183002226,-1.2157523661241083,-1.0084202519826984,1.3392974197401815,0.4307141933601335,-1.314388242397729,0.04156275976724855,50,MO,65085,Regular School,High,22.8
262991006564,-0.08653997253286211,-0.2036777816931282,0.3138030024485032,-0.646824603904655,-0.7871624413492546,0.04879424622761246,692,MI,48193,Regular School,High,20.7
181087001779,-0.43759188785716646,-1.0204212883045336,-0.010381230042793482,-0.4950886276552666,-0.5043224934728634,0.05231366627116816,485,IN,47542,Regular School,High,21.3443223443223
421788006745,-1.0027398744256075,-0.6164146014098221,0.7947184400639731,-0.13872655255360683,-0.18392834481505138,0.036765851378719426,236,PA,16401,Regular School,High,22.3260073260073
172853002986,-0.726019585837459,1.2770405778327645,-0.5438892731250847,0.3970680331317672,-0.10076682618633753,0.31527056236016837,8314,IL,60077,Regular School,High,21.8
262790006365,0.5153070760178959,-0.14014596408704674,0.4133484809348791,0.12002062598307327,-0.470886672948311,0.01208855228662977,83,MI,48872,Regular School,High,19.9
370333002888,-0.18326813356322583,0.3962150396176731,-1.3888199950270264,-0.8284318053323978,-0.15530882858733655,0.04291203548495242,1664,NC,28403,Regular School,High,25.7936507936508
482364012203,-0.7052861121041604,-0.2223815029392422,1.28940168826133,0.5499529026572462,0.6887059469446624,0.33013929928239766,7821,TX,77061,Regular School,High,17.8571428571429
341629003072,0.43835788913963586,-1.0477368451245308,-2.7801076025716234,-0.8237541684226005,1.4273107758949988,0.1104089219330855,4158,NJ,08618,Regular School,High,16.9291819291819
390452402133,-0.7177131287303601,-0.1656174980742829,-0.27023354606102085,-0.5418239648505218,0.34093960766118975,0.0039941902687000725,22,OH,43907,Regular School,High,20.0
250799001265,-0.45504960521365484,0.8462159453426785,0.2728360626060812,0.031186556599642822,-0.557357468768628,0.03624560454422505,134,MA,01370,Regular School,High,22.8632478632479
390448501736,0.5920482674227272,-0.34266190377017175,-1.2983240302286743,-0.46583288101767495,0.3480025586547423,0.0327616111004047,340,OH,44471,Regular School,High,20.0
173708003838,0.8223745229016776,-0.4970510541840946,-2.5531366999990635,-0.8552666697096557,-0.3019076353612726,0.049554170283279415,1884,IL,62704,Regular School,High,21.2
180375000597,-1.0400741869338654,1.4406918207773094,1.087594219739929,1.4765763617269967,-0.7200073425637447,0.053329571106094806,567,IN,46259,Regular School,High,21.009768009768
370210000804,0.43228149596406246,0.08152498014691417,1.1827909344576475,-0.6713206498270143,0.1501204997457936,0.08450614734568097,2660,NC,28792,Regular School,High,21.6666666666667
530081003152,0.3088506532262741,1.1910570051295644,1.0081909251696175,0.9826753487162103,-1.1565041460626477,0.08897975735865635,2633,WA,98607,Regular School,High,23.1562881562882
481218000715,-0.20532626677671023,0.0852996115547517,0.3423568625198593,0.4363765959351512,-0.7736176696535395,0.057017686191789714,3514,TX,76028,Regular School,High,21.2026862026862
470318002136,-0.7677020281383583,0.20176745705674967,-1.9194684948545637,-0.6241339617018665,0.32215504795060873,0.07808692695642319,2756,TN,37209,Regular School,High,17.8
120192001986,1.3386050514200731,-0.8087180350744947,-2.2345714317193335,-0.9531277576909406,0.7281541032079365,0.06190785648322331,1810,FL,32114,Regular School,High,20.3724053724054
130042001918,2.154848567201265,-0.7466846295142584,-2.0182270417090473,-0.9378638898800232,1.6505148701900691,0.023616864764412094,610,GA,31206,Regular School,High,15.9035409035409
